Date,new_cases
"Apr 02, 2024",57126.70671810815
"Apr 03, 2024",56878.03331996029
"Apr 04, 2024",56984.288159318465
"Apr 05, 2024",56892.01036904104
"Apr 06, 2024",56977.97044158459
"Apr 07, 2024",56897.53993981962
"Apr 08, 2024",56972.8168269283
